indeks,pendidikan,keluarga,makanan,perayaan,alam
molor,0.48836333,0.28763467,0.36446798,0.44901517,0.64891493
molos,0.52469164,0.22080609,0.35457867,0.2927897,0.53524756
molotov,0.38679004,0.16001734,0.15208335,0.16545868,0.36518133
moluska,0.37519264,0.15967602,0.47185314,0.28965208,0.5184172
momen,0.45217836,0.3408885,0.34793293,0.59500575,0.59753126
momental,0.52476364,0.30288345,0.41273555,0.5161388,0.63631237
momentum,0.50752425,0.17681175,0.2920425,0.5081012,0.48054758
momok,0.463147,0.17182346,0.31117117,0.37407047,0.38346398
momong,0.3859607,0.4380472,0.450095,0.38068,0.4257027
momot,0.487628,0.42442924,0.4560762,0.4191135,0.47755378
monarki,0.26103032,0.099999085,0.14697334,0.32164472,0.19373961
moncong,0.21188709,0.11139426,0.2898056,0.30877244,0.41240042
moncor,0.19225645,0.09832499,0.35549247,0.19841135,0.3321513
mondar-mandir,0.24636173,0.17282751,0.15915863,0.19621298,0.42476162
mondeling,0.5343923,0.31370044,0.3506586,0.3582878,0.669809
mondial,0.5800193,0.28242505,0.27719742,0.40015694,0.6802789
mondok,0.47190842,0.23694858,0.23951524,0.31867537,0.5592212
mondolan,0.39786482,0.26811454,0.29377145,0.3859165,0.629768
mondong,0.4263423,0.2772841,0.22296947,0.29956746,0.621326
monel,0.29999536,0.1876811,0.37189662,0.3472762,0.44899237
moneter,0.68841076,0.2793538,0.44991368,0.43398106,0.47605386
mong,0.45290196,0.18267201,0.4038405,0.25352603,0.53630775
monggo,0.45830277,0.15389945,0.2761499,0.20848376,0.3329779
monggol,0.4311832,0.22096032,0.3909902,0.3080552,0.5440863
mongkok,0.20028488,0.14560759,0.42822894,0.1626759,0.35067314
mongmong,0.21759042,0.09090739,0.25980875,0.1301994,0.4113752
mongolisme,0.22631678,0.08511487,0.21440077,0.15442236,0.16053393
mongoloid,0.2785501,0.20422594,0.32254544,0.19906437,0.2834167
monisme,0.4807877,0.109302856,0.23527959,0.39253783,0.44623837
monitor,0.2727504,0.19955394,0.26296875,0.14368397,0.20241335
mono,0.5505253,0.26023948,0.41994682,0.35469455,0.48977026
mono-,0.52760124,0.21061826,0.37521762,0.30189162,0.42493293
monoatom,0.37442762,0.18777227,0.45077616,0.27047,0.4040152
monodi,0.48952866,0.24366742,0.38918522,0.3488328,0.49517462
monodrama,0.47318855,0.27054435,0.29430622,0.3691002,0.46159816
monofag,0.4191829,0.28561306,0.37937802,0.35477784,0.5280971
monofobia,0.33202538,0.20079648,0.23301643,0.23624393,0.49514955
monofonir,0.40412286,0.19970134,0.23962864,0.4266513,0.3599046
monogam,0.49081784,0.28361467,0.340553,0.38396674,0.3650928
monogami,0.46617287,0.25176248,0.27969158,0.3211789,0.3227973
monogini,0.47391987,0.24244198,0.33667704,0.36333674,0.5241955
monografi,0.40099722,0.2896344,0.22567493,0.37149557,0.46713743
monogram,0.47740316,0.3162361,0.34963667,0.41520053,0.34447348
monokarpa,0.4839373,0.22192591,0.2779866,0.32775092,0.6271757
monokel,0.55310714,0.2674542,0.39441797,0.3225021,0.6258422
monokini,0.5510417,0.226116,0.40886134,0.3110519,0.6641203
monoklin,0.56649023,0.20011197,0.34794295,0.25995317,0.5609689
monoklinal,0.5769168,0.20938078,0.3309889,0.273157,0.5815054
monokotil,0.5015912,0.25002083,0.3540007,0.19331579,0.613074
monokotiledon,0.43437588,0.2125108,0.35006946,0.13492802,0.56719023
monokrasi,0.5726726,0.28449476,0.3214926,0.38050961,0.63168955
monokrom,0.52272856,0.2166181,0.30407196,0.30104938,0.5290562
monokromatis,0.50775033,0.19565344,0.24742608,0.36374104,0.5581676
monokromator,0.5174891,0.25050128,0.28067315,0.3691547,0.55199087
monoksida,0.55306625,0.15194508,0.3449309,0.24922389,0.5625685
monokultur,0.5745084,0.22127974,0.32438555,0.2746716,0.5566928
monolingual,0.5705606,0.33020464,0.32154226,0.4096707,0.5213089
monolit,0.4315067,0.15113373,0.37278345,0.2704678,0.41834047
monolitik,0.4616436,0.18891922,0.28360546,0.33488894,0.4816112
monolog,0.4084059,0.2586431,0.2508494,0.3262216,0.45187074
monoloyalitas,0.44073498,0.221506,0.2616323,0.30497897,0.4449574
monomania,0.29259932,0.21967563,0.23632663,0.4008735,0.385395
monomer,0.22927779,0.17178853,0.29190192,0.28886843,0.2066659
monoploid,0.38710117,0.310253,0.3553881,0.38289213,0.47577292
monopoli,0.46812737,0.18188329,0.4476053,0.35435283,0.31052506
monopolistik,0.38157973,0.07726706,0.29613727,0.21998234,0.22123843
monopsoni,0.37218225,0.25290036,0.37709695,0.39813522,0.44214723
monorel,0.30597544,0.24014235,0.27712357,0.38043275,0.3892545
monosakarida,0.25677907,0.17677432,0.31063762,0.1931192,0.38716817
monosem,0.4874758,0.20457132,0.39079973,0.40944612,0.50701886
monosemantik,0.39795524,0.17305346,0.28479463,0.3345136,0.486437
monosemi,0.4682771,0.188791,0.31876665,0.40305376,0.4944207
monosilabel,0.5160165,0.31357467,0.33595327,0.4386264,0.4137684
monosilabisme,0.41542965,0.10840832,0.27802223,0.31030145,0.38194913
monosit,0.5465282,0.25123018,0.4661618,0.35505134,0.44681343
monospermi,0.3390962,0.20890881,0.3947048,0.29701197,0.46607232
monoteis,0.34374046,0.24025789,0.24436092,0.4212796,0.40213263
monoteisme,0.40732563,0.12572557,0.14742887,0.3046558,0.27353972
monotipe,0.37906125,0.14490008,0.21804443,0.22687909,0.25045702
monoton,0.486233,0.18508951,0.34427783,0.36947533,0.5725316
monsinyur,0.50779843,0.32761788,0.39403647,0.41760546,0.4292755
monster,0.29543942,0.17862494,0.39388567,0.3013179,0.45963955
monstera,0.28273898,0.1352334,0.3841611,0.23368883,0.3956314
monsun,0.49655956,0.29714572,0.40958917,0.4435743,0.5436362
montase,0.20650059,0.1643538,0.15546633,0.21809956,0.41574335
montering,0.33175403,0.19595285,0.18575561,0.2165032,0.40445772
montir,0.23746136,0.14770183,0.13894376,0.16100696,0.34674075
montit,0.2527992,0.14269248,0.13812135,0.16045624,0.37888527
montok,0.49224916,0.29317635,0.45097566,0.27181906,0.4852816
monumen,0.41639835,0.14143836,0.22182491,0.44299418,0.41564453
monumental,0.49593288,0.21299247,0.25123045,0.44999707,0.50015026
monyet,0.22022235,0.24402717,0.24661389,0.17782281,0.4967182
monyong,0.2352516,0.181243,0.3798557,0.32072395,0.5930685
monyos,0.3112628,0.11969814,0.36430687,0.16306531,0.41341147
mop,0.3343184,0.11939052,0.4056474,0.25759214,0.3166483
mopela,0.3084769,0.093112275,0.32474834,0.18815422,0.36437073
mopit,0.24771258,0.07883979,0.36911523,0.21403763,0.3000652
morak,0.17987886,0.24465287,0.22367626,0.2817245,0.34767735
moral,0.64681655,0.15418264,0.16487284,0.23010388,0.24704495
moralis,0.55507535,0.049849227,0.08232695,0.19144696,0.19114777
moralisasi,0.5762403,0.07321101,0.08545471,0.15910932,0.17291613
moralisme,0.4846589,0.0061416696,0.015454993,0.10422187,0.11245707
moralistis,0.4511118,0.025103161,0.043240517,0.108969904,0.100074336
moralitas,0.69708043,0.15700746,0.2258282,0.28943682,0.27449274
morat-marit,0.21152896,0.19611067,0.16602117,0.21848342,0.2937764
moratorium,0.5867523,0.1579028,0.33653718,0.33493608,0.4624142
morbiditas,0.46951777,0.26887736,0.17928031,0.20436198,0.25124434
morbili,0.19319336,0.20448747,0.14427184,0.1459293,0.25805202
mordan,0.18747139,0.20321156,0.13584137,0.14690655,0.25929666
moreng,0.44084644,0.2268922,0.38048065,0.4621656,0.50340295
mores,0.61016643,0.25172845,0.4165722,0.38460088,0.49331814
morf,0.58919346,0.24819241,0.52558124,0.41023433,0.505817
morfem,0.6203165,0.24932122,0.44170177,0.4539672,0.4219817
morfemik,0.5585351,0.22760463,0.4719532,0.40369862,0.3763199
morfemis,0.5397954,0.21110584,0.3984085,0.40367055,0.32389778
morfin,0.47711703,0.14369962,0.42486528,0.32376403,0.32557803
morfinis,0.5285949,0.16111666,0.44842368,0.33775222,0.36402613
morfofonem,0.36376342,0.21616995,0.33836228,0.44951183,0.3380362
morfofonemik,0.37508777,0.21617396,0.3853109,0.43516114,0.30961055
morfofonemis,0.33687383,0.19144887,0.3167625,0.43092507,0.2610677
morfofonologi,0.3740251,0.1817342,0.31042176,0.3757861,0.27060193
morfogenesis,0.48081374,0.12690242,0.34906417,0.32140005,0.24286619
morfologi,0.6134033,0.26303196,0.44057804,0.3317659,0.5365835
mori,0.20145261,0.22165293,0.20329209,0.22317414,0.30163306
moril,0.2844189,0.27713302,0.2217708,0.3072797,0.30910468
mormon,0.16259241,0.26066744,0.12522292,0.19274852,0.17282407
moron,0.16998313,0.24177517,0.14816454,0.2528661,0.28089517
morong,0.122986704,0.23709947,0.16606754,0.21765715,0.35783133
morse,0.1672635,0.2328889,0.089678615,0.19786012,0.18716463
mortalitas,0.37934482,0.2569153,0.20228109,0.22520682,0.21089387
mortar,0.477351,0.2932692,0.39817667,0.43135294,0.54661655
mortir,0.44529146,0.27787393,0.3926582,0.3786292,0.51512635
mosaik,0.15413672,0.059872262,0.14179349,0.14452596,0.19897202
mosi,0.33113062,0.10445301,0.111287236,0.24642456,0.27691752
mosok,0.34668282,0.101546966,0.18443137,0.2638079,0.3445402
moster,0.37667856,0.13801068,0.4164375,0.3238982,0.50024164
mota,0.32681787,0.13311467,0.28105295,0.25016132,0.5397892
motel,0.37923408,0.22005647,0.290753,0.22634904,0.30460924
motif,0.35590512,0.2820636,0.28842467,0.42854506,0.4150517
motivasi,0.5439451,0.22625834,0.20615618,0.30767405,0.25287706
motivator,0.42848188,0.18585923,0.31642145,0.34330863,0.29478562
moto,0.45104128,0.27038074,0.34021765,0.26773304,0.4787113
motor,0.14866883,0.15958318,0.22511807,0.17811246,0.33423406
motorik,0.50695074,0.32522762,0.37977892,0.32644024,0.5035401
motoris,0.1865799,0.12266386,0.16725048,0.2243656,0.35495096
motorisasi,0.3501932,0.23352787,0.20206031,0.3234148,0.47153443
motorsaikel,0.26193425,0.18916334,0.26881614,0.24969932,0.4473953
moyang,0.6090068,0.38047475,0.46909887,0.37701827,0.59544265
mozah,0.44841558,0.24998695,0.42721748,0.5039695,0.5507065
mozaik,0.36758745,0.21133661,0.4057871,0.48743635,0.51281536
mu,0.54149437,0.19199708,0.3511235,0.28946352,0.44048065
mua,0.49802843,0.17726153,0.3599854,0.3116055,0.45895976
muadin,0.54196507,0.24485308,0.4307296,0.4813407,0.5070065
muai,0.45077717,0.27107543,0.4804329,0.4537913,0.55430895
muak,0.42421195,0.0990317,0.34941256,0.32043612,0.3921759
muakadah,0.48590147,0.18557118,0.40762043,0.36645025,0.5762107
mual,0.33360383,0.2093524,0.39571923,0.31816128,0.34676626
mualaf,0.55909026,0.33912373,0.43083203,0.5412837,0.4603044
mualamat,0.5020839,0.18875888,0.4420798,0.33504462,0.35311538
mualif,0.5301372,0.31292212,0.40283823,0.42349443,0.4301285
mualim,0.5206014,0.2796126,0.36088055,0.41573176,0.43190092
muamalah,0.74634385,0.2790687,0.41460627,0.38079038,0.41425186
muamalat,0.70057344,0.25310996,0.3917485,0.34788674,0.4406507
muanas,0.36186123,0.22767454,0.40749496,0.35938963,0.6587923
muara,0.39994198,0.19151203,0.32350016,0.30034488,0.652612
muarikh,0.46688825,0.19707616,0.30655724,0.28484473,0.4970317
muas,0.6584748,0.36753184,0.49560583,0.43800545,0.6244769
muasasah,0.6375228,0.28424603,0.35380775,0.2693245,0.47106892
muasir,0.6122315,0.26056057,0.35586178,0.36206952,0.47839642
muat,0.6037607,0.22963294,0.4359247,0.32359195,0.43987286
muazam,0.44895548,0.21174249,0.33352876,0.4645574,0.41625494
muazin,0.36096892,0.15360725,0.34748846,0.37392104,0.39432764
mubah,0.5386797,0.18478769,0.40054467,0.37884927,0.55217254
mubalig,0.52659804,0.2584923,0.35363382,0.4345008,0.58436704
mubaligah,0.42150635,0.1964449,0.28109494,0.3474868,0.5278764
mubarak,0.58919644,0.17956361,0.33224267,0.3986975,0.52685755
mubarat,0.5627407,0.18169671,0.37585902,0.4308353,0.575233
mubazir,0.49463052,0.11764905,0.38978845,0.32201928,0.3895176
mubtadi,0.3573078,0.07829012,0.22902583,0.27176744,0.30793804
mubut,0.3619528,0.17368293,0.3373745,0.3867631,0.4345513
mucikari,0.33992743,0.24231271,0.24560751,0.39191574,0.48739484
mud,0.5851171,0.27286282,0.4974689,0.40489757,0.65668756
muda,0.39877224,0.27607742,0.31173897,0.27937078,0.4514568
mudah,0.42664745,0.06868492,0.2502971,0.16256756,0.24540275
mudakar,0.41858828,0.11610493,0.31558302,0.24580504,0.4628143
mudarabah,0.40777707,0.25278872,0.2959686,0.37841615,0.536813
mudarat,0.46333957,0.1258327,0.358952,0.31853625,0.55837756
mudasir,0.35312575,0.19223869,0.29079074,0.26819882,0.46180394
mudat,0.3943116,0.20019811,0.31828585,0.28608745,0.48388362
mudigah,0.41262504,0.3080823,0.35221535,0.4922809,0.64337075
mudik,0.4169392,0.35645917,0.33937705,0.45526722,0.46631944
mudra,0.49871165,0.22218171,0.43416667,0.38799667,0.590324
mudun,0.5198251,0.25537017,0.45351213,0.42093742,0.6247415
mufaham,0.6076111,0.24823159,0.4066772,0.39687526,0.46372172
mufakat,0.5781201,0.30084246,0.47760606,0.53744376,0.3800876
mufarik,0.4359904,0.19074506,0.60073924,0.4106104,0.46914196
mufasal,0.5750411,0.26772618,0.442897,0.42163724,0.53284305
mufasir,0.4873154,0.20577559,0.52803683,0.39882156,0.4123367
muflis,0.4797454,0.23845944,0.4349439,0.4434574,0.3694489
mufrad,0.5542678,0.16809843,0.47344023,0.4048768,0.41965672
mufsidin,0.49574888,0.14809817,0.42517814,0.39126766,0.39321
mufti,0.56092405,0.28005043,0.49087888,0.47726226,0.38613904
mugabat,0.28252795,0.169094,0.31310594,0.23194331,0.4062612
muhabah,0.5991955,0.19793661,0.34632757,0.35571495,0.44940248
muhadarah,0.5870042,0.24608478,0.29000336,0.3658626,0.41813964
muhadat,0.57610536,0.28073183,0.31072652,0.39064562,0.39961785
muhajat,0.6566252,0.21142411,0.31623897,0.32241523,0.42584455
muhajir,0.48866862,0.20248745,0.24228698,0.2990018,0.3798324
muhajirin,0.42368847,0.11969137,0.1879647,0.23226655,0.3047887
muhal,0.6414002,0.26320297,0.3475858,0.37361917,0.43525553
muhalil,0.47341776,0.17788726,0.24927315,0.27961653,0.35557875
muhami,0.45254964,0.10306226,0.30766582,0.18430081,0.4380891
muhammad,0.37936932,0.1683232,0.2681862,0.27063698,0.33305895
muharam,0.39195514,0.16998181,0.20407504,0.32744956,0.38742417
muhasabah,0.41654006,0.20636767,0.12742077,0.40994966,0.23051924
muhib,0.5875282,0.25911146,0.33125314,0.43190768,0.5066576
muhibah,0.5711804,0.25803486,0.37547618,0.41249996,0.46365225
muhit,0.67389774,0.24588549,0.3441254,0.39244294,0.44318938
muhlikah,0.52367216,0.23488691,0.29612842,0.3487413,0.4093613
muhrim,0.53575224,0.28376725,0.28731722,0.31908965,0.36652178
muhsin,0.5447457,0.1938071,0.33471948,0.31394365,0.39176083
muhtasyam,0.35041404,0.07668826,0.13584635,0.17390746,0.23545605
muih,0.4962741,0.14725758,0.39813548,0.29879728,0.4551236
mujadalah,0.5425071,0.19013518,0.23272768,0.25995404,0.3404799
mujadid,0.5420018,0.19108577,0.31179547,0.25972462,0.3688807
mujahadat,0.3860998,0.18418154,0.1750653,0.34539917,0.35201985
mujahid,0.34319657,0.19091403,0.16011253,0.36637613,0.34434015
mujahidin,0.40622818,0.17350695,0.18188961,0.36844778,0.31190318
mujair,0.43290192,0.24754688,0.2501094,0.3148244,0.476832
mujang,0.4940197,0.15976112,0.31907555,0.27102804,0.42615902
mujarab,0.5444726,0.15376505,0.41241705,0.26081654,0.43408012
mujarad,0.45576048,0.19301897,0.26594317,0.27025324,0.4975566
mujari,0.3951225,0.17625892,0.2334356,0.21826866,0.4687968
mujbir,0.4014827,0.2390391,0.22655132,0.41398114,0.37213877
mujtahid,0.4645703,0.18122211,0.20553687,0.28465784,0.31190038
mujtamak,0.55114615,0.20494194,0.2853075,0.35157868,0.4512538
mujur,0.50743735,0.15897551,0.28683716,0.26220366,0.35722524
muk,0.50920194,0.23394057,0.49967557,0.33000463,0.56914496
muka,0.42573112,0.2084715,0.42214966,0.30882484,0.5500748
mukabalah,0.36072677,0.20349666,0.32518378,0.34350926,0.5232024
mukadam,0.36253852,0.092022136,0.23121914,0.16262102,0.3325394
mukadas,0.429285,0.112276725,0.3526916,0.16536206,0.46734115
mukadim,0.4400996,0.15991578,0.30152205,0.29574436,0.4709533
mukadimah,0.41008216,0.2023812,0.31044167,0.32462847,0.51263285
mukadin,0.46629414,0.16760646,0.39655632,0.24223581,0.48603767
mukadis,0.47438598,0.18341479,0.31148118,0.30977094,0.5400904
mukah,0.47960567,0.15095517,0.395869,0.2580011,0.49952927
mukalaf,0.39984065,0.14169747,0.29556996,0.24329603,0.4510271
mukalid,0.47886023,0.15156381,0.31579107,0.3120227,0.46855313
mukaram,0.34775046,0.18248433,0.25355512,0.38547498,0.49630356
mukatabah,0.47549206,0.19377834,0.31700367,0.30112645,0.48805922
mukena,0.30349708,0.22859561,0.36174396,0.29617357,0.37842292
mukhabarah,0.43688214,0.10912651,0.29550955,0.27170467,0.29362804
mukhalaf,0.42559707,0.16760263,0.33798274,0.34856743,0.42019948
mukhalafah,0.5340179,0.14461347,0.34976107,0.348263,0.4136319
mukhalif,0.53454566,0.2575822,0.36654618,0.4283469,0.47287863
mukhalis,0.27123922,0.08372699,0.23498142,0.20015034,0.33404183
mukhlis,0.28752536,0.06292685,0.22645897,0.1821775,0.30198064
mukhtasar,0.40580302,0.13035923,0.30732942,0.2591,0.42267263
mukibat,0.43905714,0.22126949,0.43397927,0.44256327,0.5061892
mukim,0.4024939,0.22080061,0.38896435,0.383092,0.5483463
mukimin,0.4744219,0.24584328,0.38147706,0.43451983,0.4951115
mukjizat,0.61821514,0.33307028,0.38483977,0.40669948,0.42336804
mukmin,0.5196848,0.23356208,0.37626734,0.38080984,0.46227562
mukminat,0.38138974,0.17800656,0.22216065,0.35202956,0.26845294
mukminin,0.27255458,0.09275417,0.15148343,0.21720763,0.20499985
mukoprotein,0.25865555,0.13193056,0.5974286,0.22093102,0.2882282
mukosa,0.48927817,0.24450466,0.57667184,0.39852214,0.5400088
mukositis,0.45912242,0.1892643,0.41727048,0.3941789,0.5004854
muktabar,0.55448127,0.106499255,0.31937677,0.27354243,0.4946953
muktamad,0.5646145,0.11883048,0.27374595,0.29947352,0.39827406
muktamar,0.5534898,0.2932498,0.30867395,0.6426707,0.4917726
muktamirin,0.39732766,-0.0012604285,0.18385953,0.1434342,0.36321834
muktazilah,0.44686875,0.070752494,0.21162724,0.2647545,0.3725418
mukun,0.39097208,0.18545055,0.40343866,0.31150258,0.4694619
mula,0.5222795,0.123520136,0.31100172,0.30821705,0.35956615
mulai,0.45641533,0.09314269,0.27162582,0.25874537,0.33046812
mulakat,0.49931455,0.12543838,0.26154554,0.3248558,0.35620654
mulamasah,0.3576697,0.042033758,0.23485199,0.18566903,0.34518725
mulas,0.44011784,0.08843513,0.28165153,0.25645745,0.3587548
mulat,0.35089558,0.06875852,0.24192649,0.28600988,0.3985296
mulato,0.26320815,0.039877,0.14153814,0.04123469,0.30510256
mulazamah,0.3394696,0.10752148,0.19289584,0.12592088,0.31579864
mulhid,0.39231297,0.13925059,0.32539105,0.20060179,0.53538257
mulia,0.63103575,0.27151978,0.40626508,0.34110582,0.5234689
muliawan,0.426665,0.13213754,0.19296408,0.19915129,0.3221568
mullah,0.355667,0.19018164,0.28347075,0.20590112,0.5597438
mulsa,0.2735966,0.14116456,0.22145061,0.13772973,0.562472
multazam,0.510293,0.20593435,0.2467633,0.32856607,0.4572336
multi-,0.66085005,0.27707666,0.3652702,0.3070508,0.4902494
multibahasa,0.7355647,0.3210687,0.39393857,0.39771217,0.49836588
multibahasawan,0.44073054,0.14813647,0.20730391,0.21337844,0.4208718
multidimensi,0.5320151,0.2831245,0.25483996,0.34051952,0.4737422
multidisipliner,0.45291197,0.27702102,0.24862787,0.34143427,0.41124415
multietnik,0.5322872,0.31349406,0.21392989,0.32912153,0.531827
multifaset,0.5324906,0.097726636,0.25806487,0.1953469,0.31784177
multifungsi,0.5726752,0.21136141,0.31825477,0.20060924,0.3931855
multigravida,0.5398598,0.27707893,0.23728985,0.25023562,0.49550277
multiguna,0.4751395,0.11918393,0.19290772,-0.00040931778,0.22959822
multijutawan,0.25619036,0.054484807,0.08899368,0.015402695,0.16866706
multikompleks,0.5216694,0.3441468,0.29814768,0.32299072,0.5576017
multikrisis,0.554717,0.23255621,0.2780047,0.33412585,0.5015708
multikultur,0.6803374,0.25997633,0.3666224,0.3220543,0.5847908
multikulturalisme,0.45202124,0.15833849,0.09376302,0.29106545,0.27351007
multilateral,0.59272856,0.15137655,0.22078958,0.2760374,0.40174413
multilingual,0.6363991,0.33801675,0.29872608,0.31888366,0.5254025
multilingualisme,0.56127197,0.14614713,0.16735171,0.23011616,0.38151243
multimedia,0.5742017,0.30179334,0.29458594,0.20809194,0.47263706
multimeter,0.3694884,0.13296697,0.1480766,0.21605852,0.4925089
multimilioner,0.45251483,0.11367973,0.17843199,0.26868176,0.51153064
multinasional,0.6278082,0.2512616,0.3984999,0.32857844,0.43356997
multinegara,0.4444008,0.18120441,0.27632254,0.25933886,0.46104947
multiorgan,0.5372598,0.2921099,0.4124089,0.3238901,0.57534254
multipara,0.5343185,0.29288656,0.27910104,0.43003386,0.5799883
multipel,0.5703043,0.33049175,0.3322346,0.45164374,0.54647005
multipleks,0.503978,0.28353184,0.3046934,0.2281546,0.3284814
multiplikasi,0.54505014,0.21985479,0.26072705,0.3034315,0.4127009
multiplikator,0.5507725,0.2843575,0.30414915,0.42252457,0.5066726
multipolar,0.46772534,0.30252528,0.26150095,0.3890409,0.44804135
multiprosesor,0.5633075,0.31155175,0.28110236,0.36613935,0.46578875
multirasial,0.5401096,0.31257367,0.25690874,0.41798398,0.5766492
multirasialisme,0.5714366,0.19541647,0.24096735,0.31558406,0.43407
multiseluler,0.4105801,0.3346588,0.33338633,0.3894611,0.57644486
multivalen,0.5427266,0.2108028,0.33667696,0.29313415,0.38597393
multivalensi,0.50430244,0.21377209,0.33712423,0.27578098,0.35016477
multivitamin,0.448142,0.22523378,0.55273604,0.21393664,0.35216936
muluk,0.41474497,0.20945016,0.40407127,0.35843182,0.5336759
mulur,0.43804634,0.24341494,0.42531985,0.40396285,0.5787839
mulus,0.4484257,0.20440102,0.3761134,0.20764658,0.55866325
mulut,0.38630033,0.24848989,0.6612553,0.3812194,0.40453583
mumayiz,0.18218917,0.11755276,0.118616305,0.08062957,0.20047992
mumbang,0.2155037,0.14937855,0.11938443,0.1555207,0.2499511
mumbul,0.2646762,0.15004936,0.14074752,0.16187944,0.24232729
mumbung,0.22465762,0.1950567,0.18382286,0.1818129,0.31176108
mumet,0.3059863,0.21972066,0.19527361,0.24214356,0.3297884
mumi,0.17046393,0.14079648,0.124610126,0.10997508,0.16603482
mumifikasi,0.3866986,0.26771155,0.2317814,0.28283256,0.25836673
mumpung,0.4794225,0.19186987,0.30759478,0.32416096,0.47558275
mumpuni,0.60907924,0.23617277,0.37680697,0.26950455,0.56805885
mumuk,0.19011232,0.19149935,0.22117299,0.17708251,0.25018623
mumur,0.25657982,0.15306267,0.18710434,0.2088764,0.24674866
mumut,0.2992583,0.17908156,0.26266173,0.24538553,0.33091864
munafik,0.54440016,0.14106838,0.3326431,0.3144436,0.33975995
munafikin,0.5013055,0.100380875,0.25672483,0.2801798,0.27043658
munajat,0.449449,0.20735185,0.27959335,0.33775973,0.3653906
munajim,0.3476525,0.077370495,0.25315416,0.10744733,0.25553113
munasabah,0.52333355,0.18523471,0.32531857,0.47634137,0.44465855
muncang,0.3195784,0.21336618,0.39126128,0.2752282,0.5668434
munci,0.42794985,0.22686926,0.4306438,0.26215476,0.5653806
muncikari,0.40109807,0.20775735,0.3825844,0.28225973,0.57972336
muncrat,0.32813555,0.18498792,0.3290941,0.2838794,0.44681823
muncul,0.3610738,0.21478403,0.3428032,0.3944412,0.5113822
muncus,0.49527642,0.23615414,0.48978838,0.35035187,0.57340413
mundam,0.21039918,0.115788855,0.15816039,0.19239143,0.52667034
munding,0.19763212,0.15506475,0.18868433,0.27430445,0.52888644
mundu,0.11934703,0.081634924,0.11321901,0.12806958,0.3813337
mundur,0.24338233,-0.0035139122,0.16847858,0.17004624,0.16443248
mung,0.54201937,0.1859801,0.44749728,0.3008043,0.5267542
mung-mung,0.47668338,0.13234524,0.37095356,0.2117002,0.42651093
munggu,0.2874991,0.14555317,0.37084472,0.22744709,0.43018734
munggur,0.28899145,0.15430991,0.44467056,0.28933093,0.37694675
mungil,0.5057096,0.33996195,0.492074,0.34777254,0.60666335
mungkar,0.42070687,0.15902981,0.2957758,0.31858492,0.50300837
mungkin,0.23592845,0.058676068,0.07020457,0.06250063,0.17336366
mungkir,0.5477179,0.1788377,0.33059433,0.29267335,0.41562915
mungkum,0.51863337,0.17510295,0.35254672,0.25876194,0.41511434
mungkur,0.44703013,0.16150665,0.3394063,0.28316912,0.46736866
mungmung,0.2495601,0.1651198,0.41115916,0.2279789,0.43917388
mungsi,0.399494,0.19374377,0.42659694,0.32335693,0.5143145
mungut,0.3690427,0.15333058,0.5014644,0.34785792,0.46824273
munib,0.39287296,0.21492586,0.28280672,0.3089995,0.52105
munjung,0.26670313,0.124077536,0.29678112,0.1489071,0.41341293
muno,0.31820232,0.19538467,0.2367521,0.15646717,0.42234525
munsyi,0.43945488,0.14824459,0.21964836,0.17763111,0.39119202
muntaber,0.32635748,0.12445178,0.37670463,0.20235142,0.2786976
muntah,0.27930045,0.13525929,0.45179802,0.26120418,0.28143966
muntaha,0.35683253,0.110113196,0.44546792,0.24751419,0.281545
muntu,0.24250796,0.12836404,0.27586308,0.15266009,0.3998248
muntul,0.46237373,0.13942923,0.38807964,0.24449724,0.4583823
muntup,0.4233533,0.21577713,0.43246698,0.29710758,0.5180093
munyuk,0.3405954,0.16009009,0.33739588,0.18427075,0.42985404
muon,0.45190692,0.22647366,0.39238685,0.39824885,0.51251966
mupaham,0.29779935,0.12997536,0.12695625,0.2783945,0.27620476
muparik,0.32879183,0.24686712,0.35728937,0.44244733,0.6037967
mupus,0.4776274,0.20265329,0.4619554,0.33191985,0.5485958
mur,0.33782667,0.14002553,0.26030248,0.2576829,0.5486061
mura,0.24350986,0.07601101,0.1583283,0.14394946,0.43595764
murad,0.3707894,0.14313784,0.22055453,0.31248513,0.48770052
muradif,0.3848667,0.13950303,0.18268004,0.26556206,0.3524199
murah,0.56398946,0.17410308,0.41524,0.27152228,0.36133498
murai,0.277869,0.248458,0.37506285,0.31252587,0.47495854
murakab,0.28859377,0.10150562,0.14919385,0.17739284,0.4274034
murakabi,0.15140954,0.06182832,0.043453984,0.07445231,0.30757588
mural,0.3022293,0.1114863,0.12231651,0.31108,0.46861702
muram,0.32088253,0.12946126,0.1721505,0.27273193,0.538834
murang,0.23435566,0.10110572,0.15675905,0.22754951,0.5019612
muras,0.3027268,0.12288366,0.14103556,0.21297348,0.40724176
murba,0.22033784,0.078122795,0.114856705,0.14921436,0.35834372
murbei,0.21731952,0.02944192,0.07048513,0.04179739,0.3521427
murca,0.30138767,0.11772678,0.18113835,0.12315102,0.43392938
muri,0.6331543,0.32094902,0.42273295,0.38760298,0.43400496
murid,0.5705069,0.18633647,0.19572006,0.19731519,0.30992857
muring,0.32158667,0.24160235,0.4320142,0.36283648,0.48914802
muris,0.5743828,0.3006047,0.39665246,0.35258877,0.42449296
murka,0.5072212,0.23785624,0.39247075,0.48723155,0.38363427
